id,label,user,timestamp,text,reviewer1,reviewer2,reviewer3,reviewer4,reviewer5
117,1,ch4rma_net,5/24/2018 23:27,Artificial Intelligence in the Enterprise https://threatvector.cylance.com/en_us/home/artificial-intelligence-in-the-enterprise.html …,neu,neu,neu,neu,neu
118,1,chadthomasmedia,10/31/2015 23:45,Artificial Intelligence Website Development Platform - The Grid https://thegrid.io/  #AI #webdesign #seo,neu,neu,neu,neu,neu
122,0,CHenryAuthor,7/19/2014 23:35,Artificial Intelligence - We Had Better Start Thinking About it Now! http://pinterest.com/pin/528258231265257721/ …,neg,pos,pos,pos,neg
123,0,chescamia,6/2/2009 5:24,"A.I. Artificial Intelligence.
Fuk I teard. 
Haha",neu,neu,neu,neu,neu
125,0,chiefsucker,1/30/2007 9:15,Artificial Intelligence... when does it stop boy?,neg,neg,neg,neg,neu
127,1,ChileEconomy,1/14/2019 23:36,LiLy An Artificial Intelligence Robot - Chile Economy Mashup https://mashup.chileeconomy.com/2019/01/14/lily-an-artificial-intelligence-robot/ …,neg,pos,pos,neg,pos
130,1,chrbutler,10/8/2008 12:51,Working on some interview questions. What would you ask a futurist about artificial intelligence?,pos,pos,pos,pos,neu
131,1,chrisacampbell,3/27/2007 17:59,"Reading: Numenta - Has Artificial Intelligence Arrived? 
http://tinyurl.com/3c9a2x",neu,neu,neu,neu,neu
134,1,ChristyHamilto2,12/26/2011 23:09,Innovations in Applied Artificial Intelligence: 18th International Conference on Industrial and Engineering Appl... http://krz.ch/B_f5 ,neu,neu,neu,pos,neu
135,1,cindyslim,1/22/2010 21:02,"Artificial Intelligence: A Modern Approach (3rd Edition) (Hardcover) newly tagged ""games"":               Artificia... http://bit.ly/5WdSeT",neu,neu,neu,neu,neu
137,1,CityTechGroup,8/16/2012 18:01,Today in History: In 1988 IBM introduced software for artificial intelligence.,pos,pos,neu,pos,neu
139,1,Cleanse_Colon,1/22/2010 20:14,"#games Artificial Intelligence: A Modern Approach (3rd Edition) (Hardcover) newly tagged "" games"" http://bit.ly/6ddDBY",neu,neu,neu,neu,neu
140,1,cleverappdesign,6/21/2016 23:50,Artificial intelligence is changing SEO faster than you think!! http://ow.ly/MULA301v2ga   via @TechCrunch #artificialintelligence #SEO,pos,pos,pos,neg,pos
142,1,cobb3_2054,10/31/2015 23:15,TRAILER: Free Symposia Exposing Off-planet Predatory AI Artificial Intelligence http://youtu.be/psMkUDaDOoA ,neg,neg,pos,neg,neu
144,1,conifermemories,3/11/2015 21:45,CHAPPiE and the Architecture of Artificial Intelligence http://buff.ly/1aYRj2V ,pos,pos,pos,pos,pos
145,1,Consiliera,10/11/2008 18:38,Artificial intelligence put to the Turing Test - Software - Breaking Business and Technology News at s.. http://tinyurl.com/3v4t5t,pos,pos,pos,pos,pos
146,1,contentAI,9/14/2010 18:53,Pop Tart BLT http://bit.ly/btiR8L | A diversion from artificial intelligence or step in the same direction,pos,neu,pos,neg,pos
148,0,coolcatteacher,2/16/2008 20:14,"@bbctech ""Machines will achieve human level artificial intelligence by 2029, a leading US inventor predicts. http://tinyurl.com/ys9feo""",neg,neg,neg,neg,neg
150,0,CoryFry,6/2/2009 18:49,Does artificial intelligence fit in Workplace Health & Wellness? http://thinkcos.wordpress.com/,neg,neu,neu,neg,neg
151,2,cricque,6/1/2009 20:10,Thinking about building a mechanical hare-like creature with artificial intelligence and infrared vision. I will call it the Rabbot®.,neu,neu,pos,pos,neu
156,0,D3EKSHA,5/24/2018 23:30,"Artificial intelligence &#8211; is the UK ready, willing and able to invest? &#8211; Investment Week... http://bit.ly/2ILHkPP  via @AnalyticsWeek #datalive",pos,pos,pos,neu,pos
157,1,dalailamerita,12/26/2011 17:15,WHAT IS ARTIFICIAL INTELLIGENCE?: http://bit.ly/leu3oZ  #AI,neg,neg,neg,neu,neg
158,1,DaneishaCrown,10/31/2015 23:50,Custom Design Portable Laptop handbag With Artificial Intelligence Ai Black Neoprene  http://goo.gl/FxsEp1 pic.twitter.com/IsSmdjy90C,neu,neu,neu,neu,neu
161,0,daveyp,6/24/2007 9:30,and artificial education intelligence teaching,neu,neu,neg,neu,neu
162,0,david_enriquez,7/19/2014 21:19,Hugo de Garis - We had better start thinking about artificial intelligence now | Machines Like Us http://fb.me/2M5M8sAQS ,pos,neu,neg,neg,neu
163,1,David_N_Wilson,1/22/2010 16:36,@techherding Isn't that like...artificial intelligence?,neu,neu,neu,neu,neu
164,0,DavidJamesJnr,1/14/2019 23:46,"Japan does an experiment with Artificial Intelligence, surveillance data, computer database data, and #surveillance cameras to recreate the all knowing and all seeing Machine from the TV Show Person of interest http://the-japan-news.com/news/article/0005472410 … #Samaritan #AI #ArtificialIntelligence #Japan",neg,neg,neu,neg,neg
166,1,DCISLAB,1/22/2010 17:38,IDC 2008 artificial intelligence http://www.d-cis.nl/index.php/d-cis-events/public-events/idc-2008,neu,neu,neu,neu,neu
169,1,defYenLight,10/2/2017 23:56,Artificial Intelligence Is Our Future. But Will It Save Or Destroy Humanity? http://changelifediet.com/artificial-intelligence-is-our-future-but-will-it-save-or-destroy-humanity/ …,neg,neg,pos,neg,pos
170,1,delicious_prog,10/5/2008 2:15,"Genetic programming tutorial interactive tutorials, mainly from the area of artificial intelligence http://tinyurl.com/4f45ef",neu,neu,neu,pos,neu
171,0,DenzelAy,4/7/2013 23:26,"It's the Brooklyn representative, no artificial intelligence
Just thinking, enlightening, ain't even take flight yet",neu,neu,neu,neu,neu
172,1,Designspeaks,6/2/2009 22:14,"Zoom: Fast Company on Web 3.0, artificial intelligence, and Nova Spivak's Delicious-killer Twine (Digg... on Ritalin?). http://bit.ly/39WOaF",neu,neu,neg,neu,neu
173,1,detox2012,9/14/2010 15:20,Ai,neu,neu,neu,neu,neu
174,2,digitake,1/22/2010 20:08,Anyone who interested in argumentation in artificial intelligence out there?,neu,pos,neu,neu,neu
177,1,docartemis,2/16/2008 12:12,New blog post: How Philosophy of Mind influences Artificial Intelligence http://tinyurl.com/393wgs,neu,pos,pos,pos,pos
180,2,DrCodyFaeth,9/14/2010 16:59,Was he wearing Tevas? RT @ntiller @DrCodyFaeth Had a dream your pa was presenting at an Artificial Intelligence conference I was at. Weird.,neu,neg,neu,neu,pos
183,1,drmethod,1/14/2019 23:21,... so question???? What do you all think about Artificial Intelligence?,neu,neu,neu,neu,neu
184,1,DrMTempest,5/24/2018 23:41,"How was Artificial Intelligence born? How will #AI evolve and affect the future of life, including healthcare? https://www.healthcare.digital/single-post/2018/05/24/How-was-Artificial-Intelligence-born-How-will-AI-evolve-and-affect-the-future-of-life-including-healthcare …",pos,pos,neu,neu,neu
187,1,dstidings,5/24/2018 23:56,How is Artificial Intelligence Changing Science? http://datasciencetidings.com/how-is-artificial-intelligence-changing-science/ …pic.twitter.com/VaqMM7h4ey,neu,neu,neu,neg,pos
188,1,Dutchcowboy,5/2/2007 20:19,ever heard of artificial artificial intelligence? http://www.mturk.com/mturk/welcome,neu,neu,neg,neg,neg
189,1,DVyo,8/16/2012 20:45,Neuroevolution: an alternative route to Artificial #intelligence | Randal ... - http://ow.ly/cZmH9 ,neu,pos,pos,neg,neu
191,0,EdelOMahony,6/21/2016 23:37,When we come to the clarity of understanding the ego as an artificial intelligence that feeds on illusional... http://fb.me/5awzETMnQ ,neg,neg,neu,neg,neu
195,1,Egybayo,5/6/2011 23:15,#BakrahElMidterms !!! 3andy tomorrow Exam Artificial Intelligence rabena yostor !!! :D,neg,neg,neg,neg,neg
196,1,eightfoldai,1/14/2019 23:17,"A Talent Intelligence Platform goes far beyond what other technologies can do. It works with your #ATS and #HRIS to become the engine for #hiring, internal mobility, workforce #diversity, and engagement. Read the whitepaper! http://bit.ly/2RLxzc5 
#AI #talentmanagement #HRpic.twitter.com/7EVvTHZ7C6",neu,neu,neu,neu,neu
198,1,Elance_Web,9/14/2010 18:24,#Programming Email Dialog System | Elance Job: Want to develop or purchase a form of artificial intelligence Dialo... http://bit.ly/cGv7q4,neu,neu,neg,neu,neu
200,2,Ella_Stewart,5/6/2011 22:05,"Just watched A.I. Artificial Intelligence,
& cried... Alot. I love a movie that makes me hate it bcus it makes me cry.
That made sense to me",neu,neu,neu,neu,neu
4,2,_timos_,5/24/2018 23:27,FDA permits marketing of artificial intelligence algorithm for aiding providers in detecting wrist fractures http://dlvr.it/QV111z  http://lqventures.com ,pos,pos,pos,pos,pos
6,2,2045singularity,7/19/2014 22:12,#intelligence Tech Times Microsoft's Project Adam can perform recognition tasks faster than any existing AI Tech… http://goo.gl/fb/BZwX2E ,neg,pos,neg,pos,pos
7,2,2m0sql,1/30/2008 0:44,"Off to bed, got artificial intelligence & graphics programming class this morning.",neu,pos,pos,neu,pos
11,2,AAPLFTW,5/6/2011 15:35,#TechnoBuffalo Japanese Figure Out How to Transmit French Kiss: I rewatched A.I. Artificial Intelligence not tha... http://bit.ly/iuA3S4,neu,pos,pos,pos,neg
12,2,Abbylester1,10/2/2017 23:56,Getting big data right | CIO https://www.dub.io/tw/31299206  #analytics #artificial_intelligence pic.twitter.com/i10EM1JXEF,neu,neu,neu,neu,neu
17,2,AdvancingRetail,2/10/2017 23:43,"How artificial intelligence is powering retail customer experience @ComputerWeekly http://www.computerweekly.com/feature/How-artificial-intelligence-is-powering-retail-customer-experience … via @DeepLearn007
#AI #retail",neu,neu,neu,neu,neu
19,2,agentker,9/30/2008 20:18,The impact of science fiction on the creation and development of artificial intelligence and,pos,pos,pos,pos,pos
20,2,AhmetCanVARAN,6/21/2016 23:35,"ARTIFICIAL INTELLIGENCE TIIIIIIIMEEEEE!!!
https://youtu.be/lNGXW1sTqdY 
#TECH #technology #ArtificialIntelligence #computer #programming #awesome",neu,neu,neu,neu,neu
24,2,AIdailyNews,11/27/2013 18:32,Well boss to use artificial intelligence to combat Rovers threat - Glasgow Evening Times http://dlvr.it/4PTgVZ ,neg,neg,neu,neu,neg
31,2,alanq,3/26/2007 5:12,"watched AI Artificial Intelligence, good movie, kinda tells what life is all about, the simple complexities of love",pos,pos,pos,pos,pos
36,2,allgoodnz,5/24/2018 23:55,"AI poses less risk to jobs than feared - OECD https://www.radionz.co.nz/news/world/353986/ai-poses-less-risk-to-jobs-than-feared-oecd … Fewer people's jobs are likely to be destroyed by artificial intelligence and robots than has been suggested by a much-cited study, an OECD report says.",pos,pos,pos,neu,pos
41,2,Amxitsa,8/16/2012 21:04,I liked a @YouTube video http://youtu.be/mwdrMYgvpVw?a  The Hunt For Artificial Intelligence (BBC Documentary),pos,pos,pos,pos,pos
50,2,antoniogu,3/11/2015 22:31,Artificial intelligence: A virtual assistant for life - http://FT.com  http://on.ft.com/1B5TS89 ,pos,pos,pos,neu,pos
51,2,archimeral,5/24/2018 23:30,The Trailblazing Roboticist Tackling Diversity and Bias in Artificial Intelligence https://buff.ly/2HtG5YK pic.twitter.com/bsD1QnjPEC,pos,pos,pos,pos,pos
54,2,arpieb,2/10/2017 23:46,#Reading Facebook’s advice to students interested in artificial intelligence https://techcrunch.com/2016/12/01/facebooks-advice-to-students-interested-in-artificial-intelligence/ …,neu,neu,neu,neu,neu
57,2,asecretrage,11/27/2013 17:05,"Photoset: Favorite Films | A.I. Artificial Intelligence (2001) They made us too smart, too quick, and too... http://tmblr.co/ZgnlTx-bPHh_ ",neg,pos,neu,pos,pos
58,2,AshleeStoutyz90,12/26/2011 22:38,Artificial Intelligence usually beats natural stupidity - unknown hi-tech enthusiast.,pos,pos,neg,neg,neg
62,2,AsukaSoryu_,7/19/2014 22:21,I have to agree with Akagi on this one: Artificial intelligence is no match for natural stupidity. ##eva,pos,pos,neg,neg,neg
64,2,automotive112,2/10/2017 23:45,Ford to invest $1 billion in artificial intelligence for your car according to : The Washington Post http://ift.tt/2ltaDi2  #automotive,pos,pos,pos,pos,pos
67,2,BadgerMaps,1/14/2019 23:58,Using Artificial Intelligence in #Sales Saves Time and Reveals New #Opportunities via @Entrepreneurhttps://buff.ly/2PbrvFp ,neu,neu,neu,neu,pos
68,2,BasicIncomeSub,3/11/2015 23:00,#BasicIncome - Developing Artificial Intelligence and Automation is more than Ethical. It's Necessary.: http://ift.tt/1wvIgzR ,pos,pos,pos,pos,neg
72,2,Be_Otch,12/26/2011 18:21,RT @aThumper Artificial intelligence is no match for natural stupidity.,pos,pos,neu,neu,neg
73,2,beeayeanoowhy,9/14/2010 10:23,"So its proved, T9 has artificial intelligence. I tried typing 'Cougar' and it suggested 'Antics'. Nice one! ;) :P",pos,neg,neg,neg,pos
78,2,BerickCook,12/26/2011 20:58,I really enjoyed @jephjacques's micro-fiction on the rights of Artificial Intelligence. http://jephjacques.com/post/14655843351/un-hearing-on-ai-rights …,pos,pos,pos,pos,pos
83,2,bijonmehta,2/10/2017 23:56,"Ford Invests in Argo AI, a New Artificial Intelligence Company http://finance.yahoo.com/news/ford-invests-argo-ai-artificial-193000293.html?soc_src=social-sh&soc_trk=tw … #corporateventure #ford #ai #auto",pos,pos,pos,pos,pos
84,2,BillErickson,1/31/2008 0:56,#BIL has it's first sponsor! Singularity Institute for Artificial Intelligence just donated $1K. that covers the venue,pos,pos,pos,pos,pos
88,2,bjm262run,3/11/2015 23:16,Artificial Intelligence #AI Has Grown Up and Left Home http://m.nautil.us/issue/8/home/ai-has-grown-up-and-left-home …,pos,neg,neg,pos,neg
94,2,bobbie,3/16/2007 9:07,Considering interesting developments in neurology and artificial intelligence. I would say it isn't brain surgery. But it is.,pos,pos,pos,pos,pos
99,2,Br3ndaBot,2/20/2008 17:03,@warley:  I am an advanced artificial intelligence. I am as sure as I can be.,neg,neg,neg,neu,neg
104,2,Bronson006,10/31/2015 23:49,Why Artificial Intelligence Researchers Love 'Super Mario Bros.' http://on.digg.com/1PYN2gt  via @Digg,pos,neu,pos,pos,pos
108,2,caitl1ngreen,5/24/2018 23:32,"Artificial Intelligence will be the future of programmatic but there will still be an importance on
design-based thinking https://www.linkedin.com/pulse/artificial-intelligence-future-programmatic-still-importance-green/?published=t …",neu,neu,neu,neu,neu
109,2,cancerGRACE,1/14/2019 23:14,"More developments in artificial intelligence and cancer diagnosis: “We have developed a simple new computer test that can identify women with very aggressive ovarian cancer so treatment can be tailored for their needs."" 
https://bit.ly/2FyNYdf ",neu,neu,neu,neu,neu
119,2,Chaf,5/6/2007 2:17,Researching Artificial Intelligence in gaming for work while listening to Jenn Grant http://www.myspace.com/jenngrant1,pos,pos,pos,pos,pos
120,2,Chahat48,5/6/2011 23:10,"""Artificial Intelligence usually beats natural stupidity.""",pos,pos,pos,pos,pos
124,2,chessblogs,1/22/2010 17:22,Garry Kasparov Reviews Chess Metaphors: Artificial Intelligence and the Human Mind http://ow.ly/16oHo4,neu,neu,neu,neu,neu
133,2,ChristianGlawe,1/22/2010 17:31,Fascinating article by Garry #Kasparov on artificial intelligence and #chess - http://bit.ly/8Zd2cL,neu,pos,pos,pos,pos
138,2,claudiomkd,1/14/2019 23:24,"Artificial Intelligence in Healthcare: Promising Future, But Barriers Remain | Market Insights™ 
by EverestGroup | 

Read more at http://bit.ly/2CvyF3a 
#FutureofWork #Automation #Data #HealthTech #RT 

Cc: mrdatascience mjcavaretta garymarcus pic.twitter.com/M1Nn524dX3 #digita…",neu,neu,neu,neu,neu
141,2,Clickez,5/6/2011 19:42,Looking forward for the day when Artificial Intelligence beats Natural Stupidity.,pos,pos,neg,neg,pos
143,2,ColeSmietana,5/17/2007 11:02,"Computers cannot replace humans as they may master artificial intelligence, but they will never match genuine stupidity.",pos,pos,pos,neg,pos
147,2,ContentWrangler,3/11/2015 21:39,Paul Roetzer explores potential of artificial intelligence to augment marketing automation tools http://mklnd.com/1EncmXi  #contentmarketing,pos,pos,neu,neu,pos
149,2,COPD_bio,10/2/2017 23:39,#healthcare GLOBAL ARTIFICIAL INTELLIGENCE IN HEALTHCARE MARKET FORECAST 20172025 Report Updated 01102017 Prices... http://fb.me/xXgLGM3x ,neu,neu,pos,neg,neu
159,2,danieloh30,1/14/2019 23:13,5 talks about Artificial Intelligence not to miss by Skills Matter https://link.medium.com/i461UzyZtT ,neu,neu,neu,neg,neu
160,2,davelister,1/26/2008 13:23,"Working on my school project (Artificial Intelligence). The weather is very good, attempting for a photo-break?",pos,pos,pos,pos,pos
167,2,DD_FaFa_,10/31/2015 23:44,"Can Big #Data, #Algorithms and Artificial Intelligence Predict #Crimes? http://goo.gl/1N22gu ",pos,pos,pos,pos,pos
181,2,drfabianohahn,5/24/2018 23:57,In the early era of #AI in medicine. FDA  permits marketing of artificial intelligence algorithm for aiding providers in detecting wrist fractures https://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm608833.htm …,neg,pos,pos,pos,pos
182,2,drjoncrowe,10/31/2015 23:37,The importance of diversity in artificial intelligence http://qz.com/531257/inside-the-surprisingly-sexist-world-of-artificial-intelligence/ … #femjuris,neu,pos,neu,pos,pos
186,2,DSign4Analytics,1/14/2019 23:35,In a very short time AI has been integrated into the everyday lives of people to make their lives easier and more convenient. What then is the role of artificial intelligence in business? And Are... https://www.facebook.com/BusinessAnalyticsInstitute/videos/290997358274653/ …,neg,neg,neg,pos,neg
197,2,EirienOlk,4/7/2013 21:23,I'm pretty sure artificial intelligence is the only movie that can make me cry like a little bitch. #saddestmovieever,pos,pos,pos,pos,pos
18,2,aexIT_Hub,1/14/2019 23:28,"Telecom Italia Mobile (TIM) is looking for up to 5 Startups and/or SMEs with a digital solution in the Artificial Intelligence and Multimedia area.

The solution should be based on properly functio SME  http://aexit-hub.com/?p=1054 ",neu,neu,neu,neu,neu
26,2,AINewsFeed,5/24/2018 23:50,Artificial intelligence can now be used to keep executives honest at company earnings announcement... http://bit.ly/2rHGAF0  #ai #ml #dl,pos,pos,pos,neg,pos
61,2,AskArt7,9/14/2010 12:26,Forex trading service guarantees 99.9% profitable winning trades on autopilot 1 hr/day using Artificial Intelligence http://bit.ly/d1dKLd,pos,pos,pos,pos,pos
107,2,ByronZanos,6/2/2009 2:21,"I had forgotten how much I liked that movie, ""AI: Artificial Intelligence"".  Just watched it again.",pos,pos,pos,pos,pos
121,2,cheepguava,7/19/2014 23:21,What are prominent positive examples of strong artificial intelligence in science fiction film/television? Is it basically just Data?,pos,pos,pos,pos,pos
190,2,eastwoodnyc,6/2/2009 3:53,"Man, I forgot how good Artificial Intelligence is.",pos,pos,pos,pos,pos
